Actual values,Predicted values 
"[21.270000457763672, 20.701000213623047, 20.788999557495117, 20.729999542236328, 21.051000595092773, 20.865999221801758, 20.716999053955078, 20.652999877929688, 20.69300079345703, 20.714000701904297, 20.738000869750977, 20.732999801635742, 20.756999969482422, 20.826000213623047, 21.538999557495117, 21.066999435424805, 20.802000045776367]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.368000030517578, 20.799999237060547, 20.788999557495117, 20.729999542236328, 21.2189998626709, 20.865999221801758, 20.716999053955078, 20.652999877929688, 20.69300079345703, 20.826000213623047, 20.738000869750977, 20.732999801635742, 20.756999969482422, 20.968000411987305, 21.538999557495117, 21.066999435424805, 20.802000045776367]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.368000030517578, 20.799999237060547, 20.788999557495117, 20.81599998474121, 21.2189998626709, 20.865999221801758, 20.716999053955078, 20.711000442504883, 20.69300079345703, 20.826000213623047, 20.738000869750977, 20.732999801635742, 20.826000213623047, 20.968000411987305, 21.538999557495117, 21.191999435424805, 20.874000549316406]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.368000030517578, 20.799999237060547, 20.788999557495117, 20.81599998474121, 21.2189998626709, 20.865999221801758, 20.788999557495117, 20.711000442504883, 20.69300079345703, 20.826000213623047, 20.79400062561035, 20.732999801635742, 20.826000213623047, 20.968000411987305, 21.680999755859375, 21.191999435424805, 20.874000549316406]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.368000030517578, 20.799999237060547, 20.788999557495117, 20.81599998474121, 21.2189998626709, 20.865999221801758, 20.788999557495117, 20.711000442504883, 20.69300079345703, 20.826000213623047, 20.79400062561035, 20.81800079345703, 20.826000213623047, 20.968000411987305, 21.680999755859375, 21.191999435424805, 20.874000549316406]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.368000030517578, 20.799999237060547, 20.788999557495117, 20.81599998474121, 21.2189998626709, 20.93600082397461, 20.788999557495117, 20.711000442504883, 20.761999130249023, 20.826000213623047, 20.79400062561035, 20.81800079345703, 20.826000213623047, 20.968000411987305, 21.680999755859375, 21.191999435424805, 20.874000549316406]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.440000534057617, 20.881999969482422, 20.861000061035156, 20.81599998474121, 21.375999450683594, 20.93600082397461, 20.788999557495117, 20.711000442504883, 20.761999130249023, 20.898000717163086, 20.79400062561035, 20.81800079345703, 20.826000213623047, 21.079999923706055, 21.680999755859375, 21.191999435424805, 20.874000549316406]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.440000534057617, 20.881999969482422, 20.861000061035156, 20.885000228881836, 21.375999450683594, 20.93600082397461, 20.788999557495117, 20.784000396728516, 20.761999130249023, 20.898000717163086, 20.79400062561035, 20.81800079345703, 20.881999969482422, 21.079999923706055, 21.680999755859375, 21.263999938964844, 20.944000244140625]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.440000534057617, 20.881999969482422, 20.861000061035156, 20.885000228881836, 21.375999450683594, 20.93600082397461, 20.857999801635742, 20.784000396728516, 20.761999130249023, 20.898000717163086, 20.850000381469727, 20.81800079345703, 20.881999969482422, 21.079999923706055, 21.763999938964844, 21.263999938964844, 20.944000244140625]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.440000534057617, 20.881999969482422, 20.861000061035156, 20.885000228881836, 21.375999450683594, 20.93600082397461, 20.857999801635742, 20.784000396728516, 20.761999130249023, 20.898000717163086, 20.850000381469727, 20.81800079345703, 20.881999969482422, 21.079999923706055, 21.763999938964844, 21.263999938964844, 20.944000244140625]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.440000534057617, 20.881999969482422, 20.861000061035156, 20.885000228881836, 21.375999450683594, 20.992000579833984, 20.857999801635742, 20.784000396728516, 20.847999572753906, 20.898000717163086, 20.850000381469727, 20.847999572753906, 20.881999969482422, 21.079999923706055, 21.763999938964844, 21.263999938964844, 20.944000244140625]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.538999557495117, 20.881999969482422, 20.944000244140625, 20.885000228881836, 21.375999450683594, 20.992000579833984, 20.857999801635742, 20.784000396728516, 20.847999572753906, 20.968000411987305, 20.850000381469727, 20.847999572753906, 20.881999969482422, 21.163000106811523, 21.763999938964844, 21.263999938964844, 20.944000244140625]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.538999557495117, 20.94099998474121, 20.944000244140625, 20.969999313354492, 21.43199920654297, 20.992000579833984, 20.857999801635742, 20.865999221801758, 20.847999572753906, 20.968000411987305, 20.850000381469727, 20.847999572753906, 20.937999725341797, 21.163000106811523, 21.763999938964844, 21.350000381469727, 21.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.538999557495117, 20.94099998474121, 20.944000244140625, 20.969999313354492, 21.43199920654297, 20.992000579833984, 20.92799949645996, 20.865999221801758, 20.847999572753906, 20.968000411987305, 20.920000076293945, 20.847999572753906, 20.937999725341797, 21.163000106811523, 21.836000442504883, 21.350000381469727, 21.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.538999557495117, 20.94099998474121, 20.944000244140625, 20.969999313354492, 21.43199920654297, 20.992000579833984, 20.92799949645996, 20.865999221801758, 20.847999572753906, 20.968000411987305, 20.920000076293945, 20.847999572753906, 20.937999725341797, 21.163000106811523, 21.836000442504883, 21.350000381469727, 21.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.538999557495117, 20.94099998474121, 20.944000244140625, 20.969999313354492, 21.43199920654297, 21.07699966430664, 20.92799949645996, 20.865999221801758, 20.90399932861328, 20.968000411987305, 20.920000076293945, 20.91699981689453, 20.937999725341797, 21.163000106811523, 21.836000442504883, 21.350000381469727, 21.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.538999557495117, 20.94099998474121, 21.02899932861328, 20.969999313354492, 21.43199920654297, 21.07699966430664, 20.92799949645996, 20.865999221801758, 20.90399932861328, 21.040000915527344, 20.920000076293945, 20.91699981689453, 20.937999725341797, 21.235000610351562, 21.836000442504883, 21.350000381469727, 21.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.608999252319336, 20.996999740600586, 21.02899932861328, 20.969999313354492, 21.5049991607666, 21.07699966430664, 20.92799949645996, 20.909000396728516, 20.90399932861328, 21.040000915527344, 20.920000076293945, 20.91699981689453, 20.937999725341797, 21.235000610351562, 21.836000442504883, 21.350000381469727, 21.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.608999252319336, 20.996999740600586, 21.02899932861328, 20.969999313354492, 21.5049991607666, 21.07699966430664, 20.983999252319336, 20.909000396728516, 20.90399932861328, 21.040000915527344, 21.0049991607666, 20.91699981689453, 20.9950008392334, 21.235000610351562, 21.92099952697754, 21.434999465942383, 21.099000930786133]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.608999252319336, 20.996999740600586, 21.02899932861328, 20.969999313354492, 21.5049991607666, 21.07699966430664, 20.983999252319336, 20.909000396728516, 20.90399932861328, 21.040000915527344, 21.0049991607666, 20.91699981689453, 20.9950008392334, 21.235000610351562, 21.92099952697754, 21.434999465942383, 21.099000930786133]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.608999252319336, 20.996999740600586, 21.02899932861328, 20.969999313354492, 21.5049991607666, 21.07699966430664, 20.983999252319336, 20.909000396728516, 20.972999572753906, 21.040000915527344, 21.0049991607666, 20.972999572753906, 20.9950008392334, 21.235000610351562, 21.92099952697754, 21.434999465942383, 21.099000930786133]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.608999252319336, 20.996999740600586, 21.084999084472656, 20.969999313354492, 21.5049991607666, 21.132999420166016, 20.983999252319336, 20.909000396728516, 20.972999572753906, 21.108999252319336, 21.0049991607666, 20.972999572753906, 20.9950008392334, 21.235000610351562, 21.92099952697754, 21.434999465942383, 21.099000930786133]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.694000244140625, 21.079999923706055, 21.084999084472656, 21.125, 21.60300064086914, 21.132999420166016, 20.983999252319336, 20.97800064086914, 20.972999572753906, 21.108999252319336, 21.0049991607666, 20.972999572753906, 20.9950008392334, 21.30699920654297, 21.92099952697754, 21.434999465942383, 21.099000930786133]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.694000244140625, 21.079999923706055, 21.084999084472656, 21.125, 21.60300064086914, 21.132999420166016, 21.027000427246094, 20.97800064086914, 20.972999572753906, 21.108999252319336, 21.06100082397461, 20.972999572753906, 21.079999923706055, 21.30699920654297, 21.964000701904297, 21.475000381469727, 21.141000747680664]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.694000244140625, 21.079999923706055, 21.084999084472656, 21.125, 21.60300064086914, 21.132999420166016, 21.027000427246094, 20.97800064086914, 20.972999572753906, 21.108999252319336, 21.06100082397461, 20.972999572753906, 21.079999923706055, 21.30699920654297, 21.964000701904297, 21.475000381469727, 21.141000747680664]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.694000244140625, 21.079999923706055, 21.084999084472656, 21.125, 21.60300064086914, 21.132999420166016, 21.027000427246094, 20.97800064086914, 20.972999572753906, 21.108999252319336, 21.06100082397461, 21.045000076293945, 21.079999923706055, 21.30699920654297, 21.964000701904297, 21.475000381469727, 21.141000747680664]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.694000244140625, 21.079999923706055, 21.084999084472656, 21.125, 21.60300064086914, 21.246000289916992, 21.027000427246094, 20.97800064086914, 21.042999267578125, 21.179000854492188, 21.06100082397461, 21.045000076293945, 21.079999923706055, 21.30699920654297, 21.964000701904297, 21.475000381469727, 21.141000747680664]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.792999267578125, 21.152000427246094, 21.155000686645508, 21.211000442504883, 21.659000396728516, 21.246000289916992, 21.027000427246094, 21.020999908447266, 21.042999267578125, 21.179000854492188, 21.06100082397461, 21.045000076293945, 21.079999923706055, 21.363000869750977, 21.964000701904297, 21.475000381469727, 21.141000747680664]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.792999267578125, 21.152000427246094, 21.155000686645508, 21.211000442504883, 21.659000396728516, 21.246000289916992, 21.09600067138672, 21.020999908447266, 21.042999267578125, 21.179000854492188, 21.06100082397461, 21.045000076293945, 21.13599967956543, 21.363000869750977, 21.964000701904297, 21.547000885009766, 21.167999267578125]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.792999267578125, 21.152000427246094, 21.155000686645508, 21.211000442504883, 21.659000396728516, 21.246000289916992, 21.09600067138672, 21.020999908447266, 21.042999267578125, 21.179000854492188, 21.131000518798828, 21.045000076293945, 21.13599967956543, 21.363000869750977, 22.091999053955078, 21.547000885009766, 21.167999267578125]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.792999267578125, 21.152000427246094, 21.155000686645508, 21.211000442504883, 21.659000396728516, 21.246000289916992, 21.09600067138672, 21.020999908447266, 21.042999267578125, 21.179000854492188, 21.131000518798828, 21.045000076293945, 21.13599967956543, 21.363000869750977, 22.091999053955078, 21.547000885009766, 21.167999267578125]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.792999267578125, 21.152000427246094, 21.155000686645508, 21.211000442504883, 21.659000396728516, 21.291000366210938, 21.09600067138672, 21.020999908447266, 21.114999771118164, 21.22100067138672, 21.131000518798828, 21.08799934387207, 21.13599967956543, 21.363000869750977, 22.091999053955078, 21.547000885009766, 21.167999267578125]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.892000198364258, 21.152000427246094, 21.226999282836914, 21.283000946044922, 21.729000091552734, 21.291000366210938, 21.09600067138672, 21.020999908447266, 21.114999771118164, 21.22100067138672, 21.131000518798828, 21.08799934387207, 21.13599967956543, 21.447999954223633, 22.091999053955078, 21.547000885009766, 21.167999267578125]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.892000198364258, 21.20800018310547, 21.226999282836914, 21.283000946044922, 21.729000091552734, 21.291000366210938, 21.167999267578125, 21.093000411987305, 21.114999771118164, 21.22100067138672, 21.131000518798828, 21.08799934387207, 21.204999923706055, 21.447999954223633, 22.091999053955078, 21.586999893188477, 21.270000457763672]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.892000198364258, 21.20800018310547, 21.226999282836914, 21.283000946044922, 21.729000091552734, 21.291000366210938, 21.167999267578125, 21.093000411987305, 21.114999771118164, 21.22100067138672, 21.17300033569336, 21.08799934387207, 21.204999923706055, 21.447999954223633, 22.118999481201172, 21.586999893188477, 21.270000457763672]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.892000198364258, 21.20800018310547, 21.226999282836914, 21.283000946044922, 21.729000091552734, 21.291000366210938, 21.167999267578125, 21.093000411987305, 21.114999771118164, 21.22100067138672, 21.17300033569336, 21.08799934387207, 21.204999923706055, 21.447999954223633, 22.118999481201172, 21.586999893188477, 21.270000457763672]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.892000198364258, 21.20800018310547, 21.226999282836914, 21.283000946044922, 21.729000091552734, 21.363000869750977, 21.167999267578125, 21.093000411987305, 21.155000686645508, 21.309999465942383, 21.17300033569336, 21.143999099731445, 21.204999923706055, 21.447999954223633, 22.118999481201172, 21.586999893188477, 21.270000457763672]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.908000946044922, 21.20800018310547, 21.285999298095703, 21.354999542236328, 21.77199935913086, 21.363000869750977, 21.167999267578125, 21.093000411987305, 21.155000686645508, 21.309999465942383, 21.17300033569336, 21.143999099731445, 21.204999923706055, 21.5049991607666, 22.118999481201172, 21.586999893188477, 21.270000457763672]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.908000946044922, 21.267000198364258, 21.285999298095703, 21.354999542236328, 21.77199935913086, 21.363000869750977, 21.211000442504883, 21.132999420166016, 21.155000686645508, 21.309999465942383, 21.17300033569336, 21.143999099731445, 21.204999923706055, 21.5049991607666, 22.118999481201172, 21.67300033569336, 21.298999786376953]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.908000946044922, 21.267000198364258, 21.285999298095703, 21.354999542236328, 21.77199935913086, 21.363000869750977, 21.211000442504883, 21.132999420166016, 21.155000686645508, 21.309999465942383, 21.274999618530273, 21.143999099731445, 21.277999877929688, 21.5049991607666, 22.187999725341797, 21.67300033569336, 21.298999786376953]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.908000946044922, 21.267000198364258, 21.285999298095703, 21.354999542236328, 21.77199935913086, 21.363000869750977, 21.211000442504883, 21.132999420166016, 21.155000686645508, 21.309999465942383, 21.274999618530273, 21.143999099731445, 21.277999877929688, 21.5049991607666, 22.187999725341797, 21.67300033569336, 21.298999786376953]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.908000946044922, 21.267000198364258, 21.285999298095703, 21.354999542236328, 21.77199935913086, 21.363000869750977, 21.211000442504883, 21.132999420166016, 21.211000442504883, 21.351999282836914, 21.274999618530273, 21.229000091552734, 21.277999877929688, 21.5049991607666, 22.187999725341797, 21.67300033569336, 21.298999786376953]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.908000946044922, 21.267000198364258, 21.371000289916992, 21.354999542236328, 21.77199935913086, 21.41900062561035, 21.211000442504883, 21.132999420166016, 21.211000442504883, 21.351999282836914, 21.274999618530273, 21.229000091552734, 21.277999877929688, 21.5049991607666, 22.187999725341797, 21.67300033569336, 21.298999786376953]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.976999282836914, 21.322999954223633, 21.371000289916992, 21.395000457763672, 21.827999114990234, 21.41900062561035, 21.238000869750977, 21.204999923706055, 21.211000442504883, 21.351999282836914, 21.274999618530273, 21.229000091552734, 21.277999877929688, 21.57699966430664, 22.187999725341797, 21.67300033569336, 21.298999786376953]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.976999282836914, 21.322999954223633, 21.371000289916992, 21.395000457763672, 21.827999114990234, 21.41900062561035, 21.238000869750977, 21.204999923706055, 21.211000442504883, 21.351999282836914, 21.33099937438965, 21.229000091552734, 21.31999969482422, 21.57699966430664, 22.218000411987305, 21.742000579833984, 21.381999969482422]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.976999282836914, 21.322999954223633, 21.371000289916992, 21.395000457763672, 21.827999114990234, 21.41900062561035, 21.238000869750977, 21.204999923706055, 21.211000442504883, 21.351999282836914, 21.33099937438965, 21.229000091552734, 21.31999969482422, 21.57699966430664, 22.218000411987305, 21.742000579833984, 21.381999969482422]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.976999282836914, 21.322999954223633, 21.371000289916992, 21.395000457763672, 21.827999114990234, 21.41900062561035, 21.238000869750977, 21.204999923706055, 21.285999298095703, 21.351999282836914, 21.33099937438965, 21.229000091552734, 21.31999969482422, 21.57699966430664, 22.218000411987305, 21.742000579833984, 21.381999969482422]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[21.976999282836914, 21.322999954223633, 21.398000717163086, 21.395000457763672, 21.827999114990234, 21.445999145507812, 21.238000869750977, 21.204999923706055, 21.285999298095703, 21.451000213623047, 21.33099937438965, 21.243000030517578, 21.31999969482422, 21.57699966430664, 22.218000411987305, 21.742000579833984, 21.381999969482422]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[22.006999969482422, 21.378999710083008, 21.398000717163086, 21.466999053955078, 21.888999938964844, 21.445999145507812, 21.238000869750977, 21.24799919128418, 21.285999298095703, 21.451000213623047, 21.33099937438965, 21.243000030517578, 21.31999969482422, 21.632999420166016, 22.218000411987305, 21.742000579833984, 21.381999969482422]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[22.006999969482422, 21.378999710083008, 21.398000717163086, 21.466999053955078, 21.888999938964844, 21.445999145507812, 21.29599952697754, 21.24799919128418, 21.285999298095703, 21.451000213623047, 21.374000549316406, 21.243000030517578, 21.375999450683594, 21.632999420166016, 22.260000228881836, 21.77199935913086, 21.410999298095703]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[22.006999969482422, 21.378999710083008, 21.398000717163086, 21.466999053955078, 21.888999938964844, 21.445999145507812, 21.29599952697754, 21.24799919128418, 21.285999298095703, 21.451000213623047, 21.374000549316406, 21.243000030517578, 21.375999450683594, 21.632999420166016, 22.260000228881836, 21.77199935913086, 21.410999298095703]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[22.006999969482422, 21.378999710083008, 21.398000717163086, 21.466999053955078, 21.888999938964844, 21.445999145507812, 21.29599952697754, 21.24799919128418, 21.327999114990234, 21.451000213623047, 21.374000549316406, 21.243000030517578, 21.375999450683594, 21.632999420166016, 22.260000228881836, 21.77199935913086, 21.410999298095703]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[22.006999969482422, 21.378999710083008, 21.398000717163086, 21.466999053955078, 21.888999938964844, 21.50200080871582, 21.29599952697754, 21.24799919128418, 21.327999114990234, 21.506999969482422, 21.374000549316406, 21.302000045776367, 21.375999450683594, 21.632999420166016, 22.260000228881836, 21.77199935913086, 21.410999298095703]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[22.020000457763672, 21.378999710083008, 21.466999053955078, 21.510000228881836, 21.95800018310547, 21.50200080871582, 21.29599952697754, 21.291000366210938, 21.327999114990234, 21.506999969482422, 21.374000549316406, 21.302000045776367, 21.375999450683594, 21.70199966430664, 22.260000228881836, 21.77199935913086, 21.410999298095703]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[22.020000457763672, 21.378999710083008, 21.466999053955078, 21.510000228881836, 21.95800018310547, 21.50200080871582, 21.339000701904297, 21.291000366210938, 21.327999114990234, 21.506999969482422, 21.374000549316406, 21.302000045776367, 21.43199920654297, 21.70199966430664, 22.27400016784668, 21.827999114990234, 21.481000900268555]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[22.020000457763672, 21.378999710083008, 21.466999053955078, 21.510000228881836, 21.95800018310547, 21.50200080871582, 21.339000701904297, 21.291000366210938, 21.327999114990234, 21.506999969482422, 21.416000366210938, 21.302000045776367, 21.43199920654297, 21.70199966430664, 22.27400016784668, 21.827999114990234, 21.481000900268555]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[22.020000457763672, 21.378999710083008, 21.466999053955078, 21.510000228881836, 21.95800018310547, 21.50200080871582, 21.339000701904297, 21.291000366210938, 21.368000030517578, 21.506999969482422, 21.416000366210938, 21.302000045776367, 21.43199920654297, 21.70199966430664, 22.27400016784668, 21.827999114990234, 21.481000900268555]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
